,No,CVE,ENTIDAD,INSTITUCION,PROGRAMA
578,579,1162,VERACRUZ,INSTITUTO TECNOLÓGICO DE ORIZABA,MAESTRÍA EN SISTEMAS COMPUTACIONALES
579,580,6102,AGUASCALIENTES,"INSTITUTO TECNOLÓGICO DE PABELLÓN DE 
ARTEAGA",MAESTRÍA EN CIENCIAS EN INGENIERÍA MECATRÓNICA
580,581,6440,HIDALGO,INSTITUTO TECNOLÓGICO DE PACHUCA,DOCTORADO EN CIENCIAS EN INGENIERÍA MECÁNICA
581,582,2482,HIDALGO,INSTITUTO TECNOLÓGICO DE PACHUCA,MAESTRÍA EN INGENIERÍA MECÁNICA
582,583,3969,QUERÉTARO,INSTITUTO TECNOLÓGICO DE QUERÉTARO,MAESTRÍA EN INGENIERÍA
583,584,2961,GUANAJUATO,INSTITUTO TECNOLÓGICO DE ROQUE,DOCTORADO EN CIENCIAS EN PRODUCCIÓN AGROALIMENTARIA
584,585,2230,GUANAJUATO,INSTITUTO TECNOLÓGICO DE ROQUE,MAESTRÍA EN CIENCIAS EN PRODUCCIÓN Y TECNOLOGÍA DE SEMILLAS
585,586,3956,COAHUILA,INSTITUTO TECNOLÓGICO DE SALTILLO,DOCTORADO EN CIENCIAS DE LA INGENIERÍA
586,587,1569,COAHUILA,INSTITUTO TECNOLÓGICO DE SALTILLO,MAESTRÍA EN CIENCIAS EN MATERIALES
587,588,7428,QUERÉTARO,INSTITUTO TECNOLÓGICO DE SAN JUAN DEL RÍO,MAESTRÍA EN CIENCIAS DE LA INGENIERÍA
588,589,5543,SONORA,INSTITUTO TECNOLÓGICO DE SONORA,DOCTORADO EN CIENCIAS DE LA INGENIERÍA
589,590,1808,SONORA,INSTITUTO TECNOLÓGICO DE SONORA,DOCTORADO EN CIENCIAS EN BIOTECNOLOGÍA
590,591,6277,SONORA,INSTITUTO TECNOLÓGICO DE SONORA,DOCTORADO EN INVESTIGACIÓN PSICOLÓGICA
591,592,4301,SONORA,INSTITUTO TECNOLÓGICO DE SONORA,MAESTRÍA EN CIENCIAS DE LA INGENIERÍA
592,593,6330,SONORA,INSTITUTO TECNOLÓGICO DE SONORA,MAESTRÍA EN CIENCIAS EN INGENIERÍA QUÍMICA
593,594,232,SONORA,INSTITUTO TECNOLÓGICO DE SONORA,MAESTRÍA EN CIENCIAS EN RECURSOS NATURALES
594,595,6951,SONORA,INSTITUTO TECNOLÓGICO DE SONORA,MAESTRÍA EN EDUCACIÓN
595,596,7406,SONORA,INSTITUTO TECNOLÓGICO DE SONORA,MAESTRÍA EN EDUCACIÓN INICIAL Y GESTIÓN DE INSTITUCIONES
596,597,4307,SONORA,INSTITUTO TECNOLÓGICO DE SONORA,MAESTRÍA EN INVESTIGACIÓN PSICOLÓGICA
597,598,3618,NAYARIT,INSTITUTO TECNOLÓGICO DE TEPIC,DOCTORADO EN CIENCIAS EN ALIMENTOS
598,599,1262,NAYARIT,INSTITUTO TECNOLÓGICO DE TEPIC,MAESTRÍA EN CIENCIAS EN ALIMENTOS
599,600,3240,BAJA CALIFORNIA,INSTITUTO TECNOLÓGICO DE TIJUANA,DOCTORADO EN CIENCIAS DE LA INGENIERÍA
600,601,2206,BAJA CALIFORNIA,INSTITUTO TECNOLÓGICO DE TIJUANA,DOCTORADO EN CIENCIAS EN COMPUTACIÓN
601,602,2043,BAJA CALIFORNIA,INSTITUTO TECNOLÓGICO DE TIJUANA,DOCTORADO EN CIENCIAS EN QUÍMICA
602,603,1935,BAJA CALIFORNIA,INSTITUTO TECNOLÓGICO DE TIJUANA,MAESTRÍA EN CIENCIAS DE LA COMPUTACIÓN
603,604,3272,BAJA CALIFORNIA,INSTITUTO TECNOLÓGICO DE TIJUANA,MAESTRÍA EN CIENCIAS DE LA INGENIERÍA
604,605,261,BAJA CALIFORNIA,INSTITUTO TECNOLÓGICO DE TIJUANA,MAESTRÍA EN CIENCIAS EN QUÍMICA
605,606,6491,BAJA CALIFORNIA,INSTITUTO TECNOLÓGICO DE TIJUANA,MAESTRÍA EN INGENIERIA INDUSTRIAL
606,607,1748,JALISCO,INSTITUTO TECNOLÓGICO DE TLAJOMULCO,MAESTRÍA EN CIENCIAS EN AGROBIOTECNOLOGÍA
607,608,7351,MÉXICO,INSTITUTO TECNOLÓGICO DE TLALNEPANTLA,DOCTORADO EN CIENCIAS DE LA INGENIERÍA
608,609,5417,MÉXICO,INSTITUTO TECNOLÓGICO DE TLALNEPANTLA,MAESTRÍA EN CIENCIAS DE LA INGENIERÍA
609,610,3632,MÉXICO,INSTITUTO TECNOLÓGICO DE TOLUCA,DOCTORADO EN CIENCIAS AMBIENTALES
610,611,3942,MÉXICO,INSTITUTO TECNOLÓGICO DE TOLUCA,MAESTRÍA EN CIENCIAS DE LA INGENIERÍA
611,612,2421,MÉXICO,INSTITUTO TECNOLÓGICO DE TOLUCA,MAESTRÍA EN CIENCIAS EN INGENIERÍA AMBIENTAL
612,613,5844,COAHUILA,INSTITUTO TECNOLÓGICO DE TORREÓN,DOCTORADO EN CIENCIAS EN AGUA Y SUELO
613,614,2334,COAHUILA,INSTITUTO TECNOLÓGICO DE TORREÓN,MAESTRÍA EN CIENCIAS EN SUELOS
614,615,1966,OAXACA,INSTITUTO TECNOLÓGICO DE TUXTEPEC,MAESTRÍA EN CIENCIAS EN ALIMENTOS
615,616,5625,CHIAPAS,INSTITUTO TECNOLÓGICO DE TUXTLA GUTIÉRREZ,DOCTORADO EN CIENCIAS DE LA INGENIERÍA
616,617,5126,CHIAPAS,INSTITUTO TECNOLÓGICO DE TUXTLA GUTIÉRREZ,DOCTORADO EN CIENCIAS DE LOS ALIMENTOS Y BIOTECNOLOGÍA
617,618,603,CHIAPAS,INSTITUTO TECNOLÓGICO DE TUXTLA GUTIÉRREZ,MAESTRÍA EN CIENCIAS EN INGENIERÍA BIOQUÍMICA
618,619,5308,CHIAPAS,INSTITUTO TECNOLÓGICO DE TUXTLA GUTIÉRREZ,MAESTRÍA EN CIENCIAS EN INGENIERÍA MECATRÓNICA
619,620,2026,VERACRUZ,INSTITUTO TECNOLÓGICO DE VERACRUZ,DOCTORADO EN CIENCIAS EN ALIMENTOS
620,621,1335,VERACRUZ,INSTITUTO TECNOLÓGICO DE VERACRUZ,MAESTRÍA EN CIENCIAS EN INGENIERÍA BIOQUÍMICA
621,622,5081,MORELOS,INSTITUTO TECNOLÓGICO DE ZACATEPEC,MAESTRÍA EN CIENCIAS DE LA INGENIERÍA
622,623,5850,OAXACA,INSTITUTO TECNOLÓGICO DEL VALLE DE OAXACA,DOCTORADO EN CIENCIAS EN PRODUCTIVIDAD DE AGROECOSISTEMAS
623,624,7321,OAXACA,INSTITUTO TECNOLÓGICO DEL VALLE DE OAXACA,MAESTRÍA EN CIENCIAS EN BIOLOGÍA
624,625,1789,OAXACA,INSTITUTO TECNOLÓGICO DEL VALLE DE OAXACA,MAESTRÍA EN CIENCIAS EN PRODUCTIVIDAD DE AGROECOSISTEMAS
625,626,3820,SONORA,INSTITUTO TECNOLOGICO SUPERIOR DE CAJEME,MAESTRÍA EN INGENIERÍA MECATRÓNICA
626,627,5867,CAMPECHE,INSTITUTO TECNOLÓGICO SUPERIOR DE CALKINI,MAESTRÍA EN CIENCIAS DE LA INGENIERÍA
627,628,5627,GUANAJUATO,INSTITUTO TECNOLÓGICO SUPERIOR DE IRAPUATO,MAESTRÍA EN INGENIERÍA ELECTRÓNICA
628,629,6441,VERACRUZ,INSTITUTO TECNOLOGICO SUPERIOR DE MISANTLA,DOCTORADO EN CIENCIAS DE LA INGENIERÍA
629,630,7275,VERACRUZ,INSTITUTO TECNOLOGICO SUPERIOR DE MISANTLA,MAESTRÍA EN CIENCIAS DE LA INGENIERÍA
630,631,3991,VERACRUZ,INSTITUTO TECNOLOGICO SUPERIOR DE MISANTLA,MAESTRÍA EN INGENIERÍA INDUSTRIAL
631,632,3970,VERACRUZ,INSTITUTO TECNOLOGICO SUPERIOR DE MISANTLA,MAESTRÍA EN SISTEMAS COMPUTACIONALES
632,633,7429,PUEBLA,INSTITUTO TECNOLOGICO SUPERIOR DE TEZIUTLAN,MAESTRÍA EN INGENIERÍA INDUSTRIAL
633,634,6150,PUEBLA,INSTITUTO TECNOLOGICO SUPERIOR DE TEZIUTLAN,MAESTRÍA EN SISTEMAS COMPUTACIONALES
634,635,7230,VERACRUZ,"INSTITUTO TECNOLOGICO SUPERIOR DE 
ZONGOLICA",MAESTRÍA EN CIENCIAS EN DESARROLLO REGIONAL Y TECNOLÓGICO
635,636,6507,HIDALGO,"INSTITUTO TECNOLOGICO SUPERIOR DEL ORIENTE 
DEL ESTADO DE HIDALGO",MAESTRÍA EN SISTEMAS COMPUTACIONALES
636,637,2823,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",DOCTORADO EN BIOTECNOLOGÍA
637,638,5539,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",DOCTORADO EN CIENCIAS BIOMÉDICAS
638,639,3513,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",DOCTORADO EN CIENCIAS CLÍNICAS
639,640,5437,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",DOCTORADO EN CIENCIAS COMPUTACIONALES
640,641,1534,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",DOCTORADO EN CIENCIAS DE INGENIERÍA
641,642,138,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",DOCTORADO EN ESTUDIOS HUMANÍSTICOS
642,643,2859,CIUDAD DE MÉXICO,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",DOCTORADO EN ESTUDIOS HUMANÍSTICOS
643,644,5007,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",DOCTORADO EN INNOVACIÓN EDUCATIVA
644,645,5536,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",DOCTORADO EN NANOTECNOLOGÍA
645,646,5545,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",MAESTRÍA EN CIENCIAS BIOMÉDICAS
646,647,5438,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",MAESTRÍA EN CIENCIAS COMPUTACIONALES
647,648,1550,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN BIOTECNOLOGÍA
648,649,1501,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",MAESTRÍA EN CIENCIAS CON ESPECIALIDAD EN SISTEMAS DE MANUFACTURA
649,650,5602,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",MAESTRÍA EN CIENCIAS DE LA INGENIERÍA
650,651,135,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",MAESTRÍA EN ESTUDIOS HUMANÍSTICOS
651,652,5535,NUEVO LEÓN,"INSTITUTO TECNOLÓGICO Y DE ESTUDIOS 
SUPERIORES DE MONTERREY",MAESTRÍA EN NANOTECNOLOGÍA
652,653,3872,JALISCO,"INSTITUTO TECNOLOGICO Y DE ESTUDIOS 
SUPERIORES DE OCCIDENTE AC",DOCTORADO EN CIENCIAS DE LA INGENIERÍA
653,654,267,JALISCO,"INSTITUTO TECNOLOGICO Y DE ESTUDIOS 
SUPERIORES DE OCCIDENTE AC",DOCTORADO EN ESTUDIOS CIENTÍFICO-SOCIALES
654,655,6936,JALISCO,"INSTITUTO TECNOLOGICO Y DE ESTUDIOS 
SUPERIORES DE OCCIDENTE AC",DOCTORADO EN HÁBITAT Y SUSTENTABILIDAD
655,656,3466,JALISCO,"INSTITUTO TECNOLOGICO Y DE ESTUDIOS 
SUPERIORES DE OCCIDENTE AC",ESPECIALIDAD EN SISTEMAS EMBEBIDOS
656,657,3873,JALISCO,"INSTITUTO TECNOLOGICO Y DE ESTUDIOS 
SUPERIORES DE OCCIDENTE AC",MAESTRÍA EN CIUDAD Y ESPACIO PÚBLICO SUSTENTABLE
657,658,1942,JALISCO,"INSTITUTO TECNOLOGICO Y DE ESTUDIOS 
SUPERIORES DE OCCIDENTE AC",MAESTRÍA EN COMUNICACIÓN DE LA CIENCIA Y LA CULTURA
658,659,6945,JALISCO,"INSTITUTO TECNOLOGICO Y DE ESTUDIOS 
SUPERIORES DE OCCIDENTE AC",MAESTRÍA EN DISEÑO ESTRATEGICO E INNOVACIÓN SOCIAL
659,660,3874,JALISCO,"INSTITUTO TECNOLOGICO Y DE ESTUDIOS 
SUPERIORES DE OCCIDENTE AC",MAESTRÍA EN PROYECTOS Y EDIFICACIÓN SUSTENTABLES
660,661,3869,JALISCO,"INSTITUTO TECNOLOGICO Y DE ESTUDIOS 
SUPERIORES DE OCCIDENTE AC",MAESTRIA EN SISTEMAS COMPUTACIONALES
661,662,6540,CIUDAD DE MÉXICO,SECRETARÍA DE LA DEFENSA NACIONAL,DOCTORADO EN DESARROLLO Y SEGURIDAD NACIONAL
662,663,6537,CIUDAD DE MÉXICO,SECRETARÍA DE LA DEFENSA NACIONAL,MAESTRÍA DE SEGURIDAD NACIONAL
663,664,7173,MÉXICO,"TECNOLOGICO DE ESTUDIOS SUPERIORES DE 
ECATEPEC",DOCTORADO EN CIENCIAS EN INGENIERÍA BIOQUÍMICA
664,665,5304,MÉXICO,"TECNOLOGICO DE ESTUDIOS SUPERIORES DE 
ECATEPEC",MAESTRÍA EN EFICIENCIA ENERGÉTICA Y ENERGÍAS RENOVABLES
665,666,3626,COAHUILA,"UNIVERSIDAD AUTONOMA AGRARIA ANTONIO 
NARRO",DOCTORADO EN CIENCIAS EN AGRICULTURA PROTEGIDA
666,667,6155,COAHUILA,"UNIVERSIDAD AUTONOMA AGRARIA ANTONIO 
NARRO",DOCTORADO EN CIENCIAS EN FITOMEJORAMIENTO
667,668,1759,COAHUILA,"UNIVERSIDAD AUTONOMA AGRARIA ANTONIO 
NARRO",DOCTORADO EN CIENCIAS EN PARASITOLOGÍA AGRÍCOLA
668,669,2422,COAHUILA,"UNIVERSIDAD AUTONOMA AGRARIA ANTONIO 
NARRO",DOCTORADO EN CIENCIAS EN PRODUCCIÓN AGROPECUARIA
669,670,5077,COAHUILA,"UNIVERSIDAD AUTONOMA AGRARIA ANTONIO 
NARRO",DOCTORADO EN CIENCIAS EN RECURSOS FITOGENÉTICOS PARA ZONAS ÁRIDAS
670,671,3975,COAHUILA,"UNIVERSIDAD AUTONOMA AGRARIA ANTONIO 
NARRO","ESPECIALIDAD EN MANEJO SUSTENTABLE DE RECURSOS NATURALES DE ZONAS ÁRIDAS Y 
SEMIÁRIDAS"
671,672,5873,COAHUILA,"UNIVERSIDAD AUTONOMA AGRARIA ANTONIO 
NARRO",MAESTRÍA EN CIENCIAS EN DESARROLLO E INNOVACIÓN DE PROCESOS BIOTECNOLÓGICOS
672,673,1936,COAHUILA,"UNIVERSIDAD AUTONOMA AGRARIA ANTONIO 
NARRO",MAESTRÍA EN CIENCIAS EN FITOMEJORAMIENTO
673,674,1978,COAHUILA,"UNIVERSIDAD AUTONOMA AGRARIA ANTONIO 
NARRO",MAESTRÍA EN CIENCIAS EN PARASITOLOGÍA AGRÍCOLA
674,675,2423,COAHUILA,"UNIVERSIDAD AUTONOMA AGRARIA ANTONIO 
NARRO",MAESTRÍA EN CIENCIAS EN PRODUCCIÓN AGROPECUARIA
675,676,1990,COAHUILA,"UNIVERSIDAD AUTONOMA AGRARIA ANTONIO 
NARRO",MAESTRÍA EN TECNOLOGÍA DE GRANOS Y SEMILLAS
676,677,5846,OAXACA,"UNIVERSIDAD AUTONOMA BENITO JUAREZ DE 
OAXACA",DOCTORADO EN BIOCIENCIAS
677,678,6114,OAXACA,"UNIVERSIDAD AUTONOMA BENITO JUAREZ DE 
OAXACA",DOCTORADO EN BIOMEDICINA EXPERIMENTAL
678,679,7195,OAXACA,"UNIVERSIDAD AUTONOMA BENITO JUAREZ DE 
OAXACA",DOCTORADO EN CIENCIAS DE LA EDUCACIÓN
679,680,5944,OAXACA,"UNIVERSIDAD AUTONOMA BENITO JUAREZ DE 
OAXACA",DOCTORADO EN CIENCIAS MÉDICAS Y BIOLÓGICAS
680,681,6458,OAXACA,"UNIVERSIDAD AUTONOMA BENITO JUAREZ DE 
OAXACA","DOCTORADO EN EDUCACIÓN, ARTE Y CULTURA"
681,682,4354,OAXACA,"UNIVERSIDAD AUTONOMA BENITO JUAREZ DE 
OAXACA",MAESTRÍA EN BIOMEDICINA EXPERIMENTAL
682,683,6247,OAXACA,"UNIVERSIDAD AUTONOMA BENITO JUAREZ DE 
OAXACA",MAESTRÍA EN CIENCIAS DE LA CONSTRUCCIÓN
683,684,6741,OAXACA,"UNIVERSIDAD AUTONOMA BENITO JUAREZ DE 
OAXACA",MAESTRÍA EN CIENCIAS MÉDICAS Y BIOLÓGICAS
684,685,7408,OAXACA,"UNIVERSIDAD AUTONOMA BENITO JUAREZ DE 
OAXACA",MAESTRÍA EN LA APLICACIÓN DE LAS CIENCIAS QUÍMICO BIOLOGICAS
685,686,3537,OAXACA,"UNIVERSIDAD AUTONOMA BENITO JUAREZ DE 
OAXACA",MAESTRÍA EN SOCIOLOGÍA
686,687,6410,OAXACA,"UNIVERSIDAD AUTONOMA BENITO JUAREZ DE 
OAXACA",MAESTRÍA EN TRADUCCIÓN E INTERPRETACIÓN DE LENGUAS INDÍGENAS
687,688,1414,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,DOCTORADO EN ARQUITECTURA
688,689,5820,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,DOCTORADO EN CIENCIAS APLICADAS Y TECNOLOGÍA
689,690,1651,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,DOCTORADO EN CIENCIAS BIOLÓGICAS
690,691,1714,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,DOCTORADO EN CIENCIAS BIOLÓGICAS
691,692,2317,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,DOCTORADO EN CIENCIAS DE LOS ÁMBITOS ANTRÓPICOS
692,693,2519,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,DOCTORADO EN ESTUDIOS SOCIOCULTURALES
693,694,6233,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,DOCTORADO EN INVESTIGACIÓN EN PSICOLOGÍA
694,695,3756,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,DOCTORADO INTERINSTITUCIONAL EN ARTE Y CULTURA
695,696,6220,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,DOCTORADO INTERINSTITUCIONAL EN ECONOMÍA SOCIAL SOLIDARIA
696,697,3369,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MAESTRÍA EN ARTE
697,698,164,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,"MAESTRÍA EN CIENCIAS CON OPCIONES A LA COMPUTACIÓN, MATEMÁTICAS APLICADAS"
698,699,1620,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MAESTRÍA EN CIENCIAS: ÁREA DE BIOTECNOLOGÍA VEGETAL O ÁREA DE TOXICOLOGÍA
699,700,3373,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MAESTRÍA EN IMPUESTOS
700,701,2412,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MAESTRÍA EN INFORMÁTICA Y TECNOLOGÍAS COMPUTACIONALES
701,702,2966,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MAESTRÍA EN INGENIERÍA CIVIL
702,703,5654,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MAESTRÍA EN INVESTIGACIÓN BIOMÉDICA
703,704,171,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MAESTRÍA EN INVESTIGACIÓN EDUCATIVA
704,705,5249,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MAESTRÍA EN INVESTIGACIÓN EN PSICOLOGÍA
705,706,2660,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MAESTRÍA EN INVESTIGACIONES SOCIALES Y HUMANÍSTICAS
706,707,3224,AGUASCALIENTES,UNIVERSIDAD AUTONOMA DE AGUASCALIENTES,MAESTRÍA INTERINSTITUCIONAL EN PRODUCCIÓN PECUARIA
707,708,6246,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,"DOCTORADO EN ARQUITECTURA, URBANISMO Y DISEÑO"
708,709,1608,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN CIENCIAS AGROPECUARIAS
709,710,7157,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN CIENCIAS DE LA NUTRICIÓN
710,711,5879,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN CIENCIAS DEL LENGUAJE
711,712,1866,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN CIENCIAS E INGENIERÍA
712,713,1896,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN CIENCIAS ECONOMICAS
713,714,127,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN CIENCIAS EDUCATIVAS
714,715,6407,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN CIENCIAS EN BIOMEDICINA
715,716,553,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN CIENCIAS EN OCEANOGRAFÍA COSTERA
716,717,4302,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN CIENCIAS JURÍDICAS
717,718,6510,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN DERECHO PROCESAL CONSTITUCIONAL Y DERECHOS HUMANOS
718,719,500,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN ESTUDIOS DEL DESARROLLO GLOBAL
719,720,3668,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN ESTUDIOS SOCIOCULTURALES
720,721,6789,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN GOBIERNO Y POLÍTICAS PÚBLICAS
721,722,2960,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN HISTORIA
722,723,7330,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN INVESTIGACIÓN INTERDISCIPLINARIA EN SALUD
723,724,248,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN MEDIO AMBIENTE Y DESARROLLO
724,725,6239,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN NEGOCIOS SOCIALES
725,726,713,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,DOCTORADO EN PLANEACIÓN Y DESARROLLO SUSTENTABLE
726,727,1626,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN ADMINISTRACIÓN PÚBLICA
727,728,6788,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN CIENCIA POLÍTICA
728,729,7156,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN CIENCIAS DE LA NUTRICIÓN
729,730,1867,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN CIENCIAS E INGENIERÍA
730,731,1895,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRIA EN CIENCIAS ECONOMICAS
731,732,1662,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN CIENCIAS EDUCATIVAS
732,733,6897,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN CIENCIAS EN AGROBIOTECNOLOGÍA EN ZONAS ÁRIDAS
733,734,6408,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN CIENCIAS EN BIOMEDICINA
734,735,552,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN CIENCIAS EN OCEANOGRAFÍA COSTERA
735,736,1607,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN CIENCIAS EN PRODUCCIÓN ANIMAL EN CLIMAS CÁLIDOS
736,737,3294,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN CIENCIAS JURÍDICAS
737,738,6060,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN CIENCIAS MÉDICAS
738,739,1479,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN CIENCIAS VETERINARIAS
739,740,5930,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN DRAMATURGIA ESCÉNICA Y LITERARIA
740,741,5538,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN EDUCACIÓN
741,742,4171,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN EDUCACIÓN FÍSICA Y DEPORTE ESCOLAR
742,743,5933,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN ENFERMERÍA EN SALUD COMUNITARIA
743,744,431,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN ESTUDIOS DEL DESARROLLO GLOBAL
744,745,688,BAJA CALIFORNIA,UNIVERSIDAD AUTONOMA DE BAJA CALIFORNIA,MAESTRÍA EN ESTUDIOS SOCIOCULTURALES
